Unnamed: 0,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),ER wait time,Primary Care Provider(PCP),Cluster
12155,315436,BERGEN COUNTY HEALTH CARE CTR,35 B PIERMONT ROAD,ROCKLEIGH,NJ,7647,2017508310,Bergen,110,78.2,Medicare and Medicaid,5,4,5,5,5.0187300000000015,0.06507,11.333,0,0,0,0,2,40,11,75,3,18,FP,Cluster 0
12156,525382,ST CAMILLUS HEALTH CENTER,10101 W WISCONSIN AVE,WAUWATOSA,WI,53226,4142581814,Milwaukee,67,43.9,Medicare and Medicaid,5,4,5,5,5.52706,0.09395,20.667,0,0,1,1,4,45,15,55,8,14,FP,Cluster 0
12157,315311,PHILLIPSBURG CENTER,843 WILBUR AVENUE,PHILLIPSBURG,NJ,8865,9088592720,Warren,60,56.5,Medicare and Medicaid,5,4,5,3,3.14635,0.08435,8.0,0,0,0,0,9,41,12,85,6,15,PD,Cluster 0
12158,365336,LOCUST RIDGE HEALTHCARE LLC,12745 ELM CORNER ROAD,WILLIAMSBURG,OH,45176,5135799949,Brown,61,40.7,Medicare and Medicaid,3,3,2,3,4.0586699999999984,0.06996000000000001,38.0,0,4,0,0,5,30,25,45,3,33,FP,Cluster 2
12159,395977,CHERRY TREE NURSING CENTER,410 TERRACE DRIVE,UNIONTOWN,PA,15401,7244386000,Fayette,120,91.5,Medicare and Medicaid,4,4,2,2,3.50884,0.0596,26.0,0,0,0,0,7,45,28,15,7,31,No,Cluster 2
12160,525684,THREE OAKS HEALTH SERVICES,209 WILDERNESS VIEW DRIVE,MARSHFIELD,WI,54449,7153896000,Marathon,110,83.7,Medicare and Medicaid,2,1,3,4,3.74626,0.04556,123.5,1,6,0,0,7,17,19,55,8,26,FP,Cluster 2
12161,335263,CHURCH HOME OF THE PROTESTANT EPISCOPAL CHURCH,505 MT HOPE AVENUE,ROCHESTER,NY,14620,5855468400,Monroe,182,157.8,Medicare and Medicaid,4,3,5,3,4.16651,0.12351,22.0,0,0,0,0,5,31,20,15,6,20,PD,Cluster 3
12162,375295,COMMUNITY HEALTH CARE OF GORE,503 SOUTH MAIN STREET,GORE,OK,74435,9184892299,Sequoyah,70,46.1,Medicare and Medicaid,3,3,2,3,4.33682,0.01412,40.667,0,2,0,0,9,33,25,75,9,32,No,Cluster 2
12163,45456,PINK BUD HOME FOR THE GOLDEN YEARS,400 SO COKER,GREENWOOD,AR,72936,4799964125,Sebastian,110,73.9,Medicare and Medicaid,3,3,3,3,4.4383,0.02705,69.333,1,1,0,0,4,34,28,74,6,33,FP,Cluster 2
12164,25A197,JNH-JAQUITH INN,3550 HIGHWAY 468 WEST-  PO BOX207/BLDG 78,WHITFIELD,MS,39193,6013518015,Rankin,58,52.1,Medicaid,4,2,5,4,3.81262,0.0,41.333,1,0,0,0,6,9,17,22,9,27,PD,Cluster 2
12165,445223,RENAISSANCE TERRACE,257 PATTON LANE,HARRIMAN,TN,37748,8653543941,Roane,130,57.2,Medicare and Medicaid,2,2,3,3,3.30506,0.0,22.0,8,1,0,0,8,4,25,35,1,29,GP,Cluster 2
12166,445526,LAKESHORE HEARTLAND,3025 FERNBROOK LANE,NASHVILLE,TN,37214,6158852320,Davidson,66,61.2,Medicare and Medicaid,2,2,3,3,3.28967,0.0229,23.333,1,0,0,0,6,22,24,35,6,34,FP,Cluster 2
12167,175522,MEDICALODGES GREAT BEND,1401 CHERRY LANE,GREAT BEND,KS,67530,6207922165,Barton,62,48.9,Medicare and Medicaid,2,1,3,5,4.34253,0.07409,276.66700000000003,2,2,3,5,6,13,30,65,5,44,FP,Cluster 1
12168,345458,TREYBURN REHABILITATION CENTER,2059 TORREDGE ROAD,DURHAM,NC,27712,9194774474,Durham,132,114.4,Medicare and Medicaid,1,1,3,2,3.47567,0.15994,100.0,0,17,2,2,9,14,28,25,5,42,PD,Cluster 1
12169,366150,ASTORIA PLACE OF CINCINNATI,3627 HARVEY AVENUE,CINCINNATI,OH,45229,5139618881,Hamilton,97,82.5,Medicare and Medicaid,1,1,3,2,3.5928400000000003,0.0059700000000000005,155.333,0,15,2,2,5,15,20,46,5,31,FP,Cluster 1
12170,215143,SEVERNA PARK CENTER,310 GENESIS WAY,SEVERNA PARK,MD,21146,4105444220,Anne Arundel,138,126.7,Medicare and Medicaid,4,3,5,3,3.5516400000000004,0.05875,53.333,2,7,0,0,4,35,21,25,4,25,PD,Cluster 2
12171,355066,WISHEK LIVING CENTER,400 S 4TH ST,WISHEK,ND,58495,7014522333,Mcintosh,60,52.0,Medicare and Medicaid,5,5,3,5,4.26822,0.04175,6.667000000000002,0,0,0,0,7,52,11,55,6,17,PD,Cluster 0
12172,525468,ST CROIX HEALTH CENTER,1445 N FOURTH ST,NEW RICHMOND,WI,54017,7152468211,St. Croix,50,38.8,Medicare and Medicaid,5,5,5,5,5.11715,0.07192,6.667000000000002,0,0,0,0,7,51,12,55,6,16,PD,Cluster 0
12173,165421,"ACCURA HEALTHCARE OF NEWTON EAST, LLC",1743 SOUTH EIGHTH AVENUE EAST,NEWTON,IA,50208,6417925680,Jasper,54,51.3,Medicare and Medicaid,2,2,2,2,2.72729,0.06147,33.333,0,3,0,0,6,27,16,55,5,33,FP,Cluster 2
12174,35282,SANTE OF SURPRISE,14775 WEST YORKSHIRE DRIVE,SURPRISE,AZ,85374,6235945050,Maricopa,70,68.0,Medicare,5,4,5,3,4.38795,0.29485,17.333,2,0,0,0,6,43,11,82,7,14,FP,Cluster 0
12175,345232,BRIAN CTR HEALTH & REHABI HICK,3031 TATE BOULEVARD SE,HICKORY,NC,28602,8283223343,Catawba,150,130.4,Medicare and Medicaid,3,3,3,2,3.62956,0.07881,24.0,0,0,1,1,8,36,24,25,3,25,FP,Cluster 2
12176,255130,TIPPAH COUNTY NURSING HOME,1005 CITY AVENUE NORTH,RIPLEY,MS,38663,6628379221,Tippah,40,38.4,Medicare and Medicaid,3,4,1,2,3.92332,0.01072,6.667000000000002,0,0,0,0,6,49,19,35,3,30,FP,Cluster 2
12177,455771,HEARTHSTONE NURSING AND REHABILITATION,401 OAKWOOD BLVD,ROUND ROCK,TX,78681,5123887494,Williamson,120,71.5,Medicare and Medicaid,4,3,5,2,2.99223,0.05725,42.0,0,2,0,0,5,39,23,75,7,31,FP,Cluster 2
12178,675671,GARDEN TERRACE ALZHEIMER'S CENTER OF EXCELLENCE,7887 CAMBRIDGE ST,HOUSTON,TX,77054,7137962777,Harris,120,54.9,Medicare,4,4,4,4,4.9144,0.30716,32.667,4,4,0,0,7,49,14,75,7,19,PD,Cluster 0
12179,145431,LOFT REHABILITATION & NURSING,700 NORTH MAIN STREET,EUREKA,IL,61530,3094672337,Woodford,92,67.7,Medicare and Medicaid,2,1,2,4,3.62735,0.02615,355.333,2,35,1,2,3,16,22,65,3,31,PD,Cluster 1
12180,495363,FAIRMONT CROSSING HEALTH AND REHABILITATION,173 BROCKMAN PARK DRIVE,AMHERST,VA,24521,4349462861,Amherst,120,112.8,Medicare and Medicaid,2,2,2,3,3.82577,0.0,84.667,0,9,2,2,4,2,27,25,6,35,FP,Cluster 1
12181,495236,ENVOY AT THE MEADOWS,2715 DOGTOWN ROAD,GOOCHLAND,VA,23063,8045564418,Goochland,84,77.3,Medicare and Medicaid,1,1,1,2,2.91756,0.06535,125.333,0,2,0,0,6,19,19,25,3,30,FP,Cluster 2
12182,235116,LAKE WOODS NURSING & REHABILITATION CENTER,1684 VULCAN ST,MUSKEGON,MI,49442,2317772511,Muskegon,90,82.8,Medicare and Medicaid,3,2,3,4,3.5047300000000003,0.03634,127.333,6,0,3,3,2,25,28,45,6,25,No,Cluster 2
12183,105967,SOLARIS HEALTHCARE LAKE BENNET,1091 KELTON AVE,OCOEE,FL,34761,4075230300,Orange,120,116.7,Medicare and Medicaid,4,4,4,4,4.32153,0.13092,18.0,0,2,0,0,4,43,11,35,6,12,No,Cluster 0
12184,315178,WINDSOR GARDENS CARE CENTER,140 PARK AVE,EAST ORANGE,NJ,7017,9736771500,Essex,215,160.4,Medicare and Medicaid,1,1,4,3,3.18951,0.03442,70.667,0,2,1,1,9,11,19,75,7,29,FP,Cluster 3
12185,165577,GREEN HILLS HEALTH CARE CENTER,2200 HAMILTON DRIVE,AMES,IA,50014,5152965000,Story,56,47.7,Medicare,5,5,4,5,4.42238,0.08541,2.667,1,0,0,0,5,54,11,55,7,15,FP,Cluster 0
12186,365859,"MERRIMAN OF AKRON, THE",209 MERRIMAN RD,AKRON,OH,44303,3307629341,Summit,60,54.1,Medicare and Medicaid,4,4,2,3,3.27712,0.06397,14.0,0,0,0,0,3,42,20,45,5,26,GP,Cluster 2
12187,15451,FLORALA HEALTH AND REHABILITATION LLC,23621 GOLDENROD AVENUE,FLORALA,AL,36442,3348588585,Covington,85,73.6,Medicare and Medicaid,5,5,4,3,4.1771,0.01647,6.0,0,0,0,0,3,51,15,34,8,11,PD,Cluster 0
12188,395770,CEDAR HAVEN HEALTHCARE CENTER,590 SOUTH FIFTH AVENUE,LEBANON,PA,17042,7172740421,Lebanon,324,281.3,Medicare and Medicaid,2,3,2,1,3.56571,0.01107,28.0,1,11,0,0,7,35,20,15,7,24,No,Cluster 3
12189,335294,LONG ISLAND CARE CENTER INC,144-61 38TH AVE,FLUSHING,NY,11354,7189397500,Queens,200,185.0,Medicare and Medicaid,5,5,5,2,3.4019,0.08585,0.0,0,0,0,0,7,54,21,15,9,23,PD,Cluster 3
12190,165603,DENVER SUNSET HOME,235 NORTH MILL STREET,DENVER,IA,50622,3199845372,Bremer,31,29.5,Medicare and Medicaid,5,4,5,5,3.82035,0.01288,15.333,0,0,0,0,3,48,12,55,6,15,FP,Cluster 0
12191,235646,CARETEL INNS OF LINDEN,202 SOUTH BRIDGE STREET,LINDEN,MI,48451,8107359400,Genesee,60,45.5,Medicare and Medicaid,5,3,5,5,4.76123,0.1473,88.667,0,3,0,0,8,3,13,45,4,17,FP,Cluster 0
12192,675997,CARILLON INC,1717 A NORFOLK AVE,LUBBOCK,TX,79416,8062816114,Lubbock,140,121.3,Medicare,3,3,4,3,4.55218,0.11,41.333,0,0,0,0,8,35,18,75,9,29,PD,Cluster 2
12193,676179,MIDLAND MEDICAL LODGE,3000 MOCKINGBIRD LN,MIDLAND,TX,79705,4326940077,Midland,95,83.1,Medicare and Medicaid,1,1,2,2,3.20129,0.04343,112.667,2,8,3,3,4,12,29,76,7,34,PD,Cluster 1
12194,395360,GERMANTOWN HOME,6950 GERMANTOWN AVENUE,PHILADELPHIA,PA,19119,2158483306,Philadelphia,180,174.1,Medicare and Medicaid,2,2,2,3,3.602,0.0652,80.0,1,5,1,1,2,26,16,15,6,24,PD,Cluster 3
12195,235459,ALTERCARE OF BIG RAPIDS CTR FOR REHAB & NURSING CA,805 WEST AVE,BIG RAPIDS,MI,49307,2317963185,Mecosta,100,77.8,Medicare and Medicaid,5,3,5,4,3.70314,0.03929,67.0,13,15,1,2,2,37,21,45,5,36,No,Cluster 1
12196,45313,ST ANDREWS HEALTHCARE,3501 COLLEGE AVENUE,CONWAY,AR,72034,5013299879,Faulkner,104,65.7,Medicare and Medicaid,1,1,2,3,3.76531,0.00626,163.667,1,12,1,1,5,17,24,73,3,38,PD,Cluster 1
12197,225527,FARREN CARE CENTER,340 MOTAGUE CITY ROAD,TURNERS FALLS,MA,1376,4137743111,Franklin,122,103.2,Medicare and Medicaid,4,3,3,5,4.52815,0.006490000000000001,46.333,1,1,1,1,4,35,20,15,5,25,No,Cluster 2
12198,105963,LAFAYETTE NURSING AND REHABILITATION CENTER,512 W MAIN ST,MAYO,FL,32066,3862943300,Lafayette,60,55.0,Medicare and Medicaid,5,4,5,4,4.21502,0.01575,18.0,0,0,1,1,3,42,10,35,6,17,GP,Cluster 0
12199,375330,FORT GIBSON NURSING HOME,205 EAST POPLAR,FORT GIBSON,OK,74434,9184782456,Muskogee,66,51.1,Medicare and Medicaid,4,4,2,2,3.1418,0.03902,29.333,0,0,0,0,9,41,18,75,3,31,PD,Cluster 2
12200,145591,WESLEY PLACE,1415 WEST FOSTER AVENUE,CHICAGO,IL,60640,7737695500,Cook,108,70.2,Medicare and Medicaid,4,4,4,4,4.1638199999999985,0.09622,38.0,0,5,0,0,7,41,15,65,9,18,FP,Cluster 0
12201,366382,SAYBROOK LANDING,2300 CENTER ROAD,ASHTABULA,OH,44004,4409691509,Ashtabula,99,92.2,Medicare and Medicaid,4,5,4,1,3.13856,0.01911,2.667,0,1,0,0,4,51,22,46,8,31,PD,Cluster 2
12202,505401,PRESTIGE CARE & REHABILITATION - PARKSIDE,308 WEST EMMA,UNION GAP,WA,98903,5092481985,Yakima,88,56.5,Medicare and Medicaid,4,4,4,4,3.62513,0.09417,66.0,8,7,0,0,5,46,27,95,1,25,No,Cluster 2
12203,555595,SMITH RANCH SKILLED NURSING & REHABILITATION CENTE,1550 SILVEIRA PARKWAY,SAN RAFAEL,CA,94903,4154991000,Marin,80,55.6,Medicare and Medicaid,3,2,5,3,5.2865199999999986,0.29113,78.667,8,10,0,0,4,22,16,95,9,15,PD,Cluster 0
12204,555240,TURLOCK NURSING & REHABILITATION CENTER,1111 E  TUOLUMNE ROAD,TURLOCK,CA,95380,2096327577,Stanislaus,144,143.0,Medicare and Medicaid,3,2,5,2,3.80052,0.09694,92.833,2,0,0,0,2,28,28,95,4,32,FP,Cluster 2
12205,106096,"PAVILION FOR HEALTH CARE, THE",3465 CAROLINE BLVD,PENNEY FARMS,FL,32079,9042848578,Clay,40,31.9,Medicare and Medicaid,5,5,5,4,5.77174,0.05732,2.667,0,0,0,0,9,57,11,36,9,19,No,Cluster 0
12206,335495,WAYNE CENTER FOR NURSING & REHABILITATION,3530 WAYNE AVENUE,BRONX,NY,10467,7186551700,Bronx,243,232.8,Medicare and Medicaid,5,4,5,2,3.37386,0.11145,6.667000000000002,0,0,0,0,7,43,17,15,9,29,FP,Cluster 3
12207,676174,LEGACY NURSING AND REHABILITATION,2202 N TRAVIS AVE,CAMERON,TX,76520,2546976564,Milam,104,42.5,Medicare and Medicaid,4,4,4,2,3.39265,0.05334,39.333,1,3,0,0,2,43,21,76,7,33,FP,Cluster 2
12208,146069,"EAST BANK CENTER, LLC",6131 PARK RIDGE ROAD,LOVES PARK,IL,61111,8156336810,Winnebago,54,37.2,Medicare and Medicaid,5,5,5,3,4.13028,0.3815,10.0,0,1,0,0,8,51,16,66,6,16,FP,Cluster 0
12209,155754,HUBBARD HILL ESTATES INC,28070 CR 24,ELKHART,IN,46517,5742956260,Elkhart,66,62.4,Medicare and Medicaid,5,3,5,5,4.6206,0.09974,36.0,0,0,0,0,5,36,13,45,5,15,No,Cluster 0
12210,265690,LUTHER MANOR RETIREMENT & NURSING CENTER,3170 HIGHWAY 61 NORTH,HANNIBAL,MO,63401,5732215533,Marion,64,56.4,Medicare and Medicaid,1,2,1,3,4.05617,0.00027,74.833,0,9,0,1,5,20,23,65,9,26,No,Cluster 2
12211,165612,TRINITY CENTER AT LUTHER PARK,1555 HULL AVENUE,DES MOINES,IA,50316,5152625639,Polk,120,116.3,Medicare and Medicaid,1,1,2,2,3.68328,0.02374,92.667,6,3,0,0,5,16,33,55,1,44,FP,Cluster 1
12212,675272,WILLOWBEND NURSING AND REHABILITATION CENTER,2231 HIGHWAY 80 E,MESQUITE,TX,75150,9722793601,Dallas,162,134.6,Medicare and Medicaid,3,4,4,1,3.37552,0.10269,19.333,2,1,0,0,9,43,27,75,7,33,FP,Cluster 2
12213,345393,PISGAH MANOR HEALTH CARE CENTER,104 HOLCOMBE COVE ROAD,CANDLER,NC,28715,8286679851,Buncombe,118,104.5,Medicare and Medicaid,4,4,4,3,3.2889800000000005,0.20779,6.0,0,0,0,0,8,42,23,25,9,33,FP,Cluster 2
12214,255103,EDGEWOOD HEALTH & REHABILITATION,205 BYRAM PARKWAY,BYRAM,MS,39272,6013625394,Hinds,119,113.5,Medicare and Medicaid,4,4,2,3,4.07054,0.07339,8.0,0,0,0,0,6,40,24,35,3,34,PD,Cluster 2
12215,235462,BEAUMONT REHAB & CONTINUING CARE FARMINGTON HILLS,21450 ARCHWOOD CIRCLE,FARMINGTON HILLS,MI,48336,2484777400,Oakland,179,164.7,Medicare and Medicaid,2,1,5,3,4.16981,0.09146,241.667,4,47,3,4,2,11,32,45,6,30,FP,Cluster 1
12216,155503,EXCEPTIONAL LIVING CENTER OF BRAZIL,501 S MURPHY AVE,BRAZIL,IN,47834,8124462636,Clay,105,56.4,Medicare and Medicaid,2,2,3,3,3.59228,0.0,68.667,0,4,0,0,8,3,25,45,1,27,GIM,Cluster 2
12217,366456,WINDSOR MEDICAL CENTER INC,1454 EAST MAPLE STREET,NORTH CANTON,OH,44720,3304998300,Stark,20,15.9,Medicare,5,4,5,5,4.61875,0.21711,26.0,0,2,0,0,3,46,10,46,5,19,FP,Cluster 0
12218,155370,PREMIER HEALTHCARE OF NEW HARMONY,251 HIGHWAY 66,NEW HARMONY,IN,47631,8126824104,Posey,96,47.0,Medicare and Medicaid,3,2,5,2,3.4304300000000003,0.0,53.333,0,5,1,1,8,3,20,45,7,32,No,Cluster 2
12219,125029,SAMUEL MAHELONA MEMORIAL HOSPITAL,4800 KAWAIHAU ROAD,KAPAA,HI,96746,8088224961,Kauai,66,47.1,Medicare and Medicaid,2,2,1,5,5.50605,0.0309,97.667,0,0,1,1,8,25,24,95,6,30,PD,Cluster 2
12220,335681,EAST NECK NURSING & REHABILITATION CENTER,134 GREAT EAST NECK ROAD,WEST BABYLON,NY,11704,6314224800,Suffolk,300,270.5,Medicare and Medicaid,4,3,5,2,3.17735,0.07485,16.667,0,0,0,0,6,31,17,15,8,21,FP,Cluster 3
12221,315443,CHILDRENS SPECIALIZED HOSPITAL TOMS RIVER,94 STEVENS ROAD,TOMS RIVER,NJ,8755,7327973800,Ocean,26,21.7,Medicare and Medicaid,5,5,5,5,6.75931,0.21503000000000005,4.667,0,0,0,0,7,57,13,85,4,16,GP,Cluster 0
12222,465124,MIDTOWN MANOR,125 SOUTH 900 WEST,SALT LAKE CITY,UT,84104,8013636340,Salt Lake,82,79.3,Medicare and Medicaid,3,2,5,3,3.61921,0.07239,78.667,0,2,0,0,8,26,23,85,8,26,FP,Cluster 2
12223,335579,CARTHAGE CENTER FOR REHABILITATION AND NURSING,1045 WEST STREET,CARTHAGE,NY,13619,3154933220,Jefferson,90,84.9,Medicare and Medicaid,1,2,1,2,3.33017,0.11209,38.667,9,7,0,0,3,23,23,15,7,28,No,Cluster 2
12224,145904,SMITH VILLAGE,2320 WEST 113TH PLACE,CHICAGO,IL,60643,7734747300,Cook,100,77.1,Medicare and Medicaid,5,5,4,4,4.34964,0.06064,8.667,0,4,0,0,7,53,10,65,1,15,PD,Cluster 0
12225,315376,CHRISTIAN HEALTH CARE CENTER,301 SICOMAC AVE,WYCKOFF,NJ,7481,2018485200,Bergen,298,286.4,Medicare and Medicaid,5,3,5,4,3.54511,0.10763,14.667,0,0,0,0,2,35,19,75,7,24,GP,Cluster 3
12226,335396,MONTGOMERY NURSING AND REHABILITATION CENTER,2817 ALBANY POST ROAD,MONTGOMERY,NY,12549,8454573155,Orange,100,94.7,Medicare and Medicaid,4,3,5,3,3.2726,0.09035,21.333,0,0,0,0,8,42,12,15,9,13,PD,Cluster 0
12227,315341,CLARK NURSING AND REHAB CNTR,1213 WESTFIELD AVENUE,CLARK,NJ,7066,7323967100,Union,140,126.3,Medicare and Medicaid,2,1,5,3,3.96321,0.10633,92.0,0,17,2,2,7,19,25,75,4,42,FP,Cluster 1
12228,185331,FRANKLIN-SIMPSON NURSING AND REHABILITATION CENTER,414 ROBEY STREET,FRANKLIN,KY,42135,2705867141,Simpson,98,88.9,Medicare and Medicaid,2,2,2,2,3.36999,0.04825,62.667,1,3,1,1,2,23,24,45,3,28,FP,Cluster 2
12229,55706,THE ORCHARD - POST ACUTE CARE,12385 E. WASHINGTON BLVD,WHITTIER,CA,90606,5626937701,Los Angeles,162,149.1,Medicare and Medicaid,3,2,5,2,4.11054,0.12985,76.667,3,5,0,0,5,21,21,97,6,21,FP,Cluster 2
12230,345014,"ACCORDIUS HEALTH AT GREENSBORO, LLC",1201 CAROLINA STREET,GREENSBORO,NC,27401,3365225700,Guilford,105,76.8,Medicare and Medicaid,2,2,3,2,3.0358400000000003,0.05499,63.5,1,9,1,1,3,20,27,25,1,29,FP,Cluster 2
12231,55443,WEST VALLEY POST ACUTE,7057 SHOUP AVE,WEST HILLS,CA,91307,8183488422,Los Angeles,128,119.0,Medicare and Medicaid,2,1,5,2,3.74881,0.09673,114.667,9,40,0,0,8,17,24,94,3,38,FP,Cluster 1
12232,395710,ATTLEBORO NURSING AND REHAB CE,300 EAST WINCHESTER AVE,LANGHORNE,PA,19047,2157573739,Bucks,179,168.3,Medicare and Medicaid,4,4,4,4,3.8063,0.03568,13.333,1,0,1,1,2,48,16,15,1,22,FP,Cluster 3
12233,676059,PARK MANOR OF WESTCHASE,11910 RICHMOND AVE,HOUSTON,TX,77082,2814972838,Harris,104,112.9,Medicare and Medicaid,1,1,4,1,2.91777,0.04819,160.167,5,15,3,4,2,19,31,76,5,32,PD,Cluster 1
12234,555566,CORONA POST ACUTE CENTER,2600 SOUTH MAIN STREET,CORONA,CA,92882,9517364700,Riverside,176,169.4,Medicare and Medicaid,1,1,3,3,4.1977400000000005,0.03702,349.5,14,35,1,2,9,11,33,95,6,41,No,Cluster 1
12235,325077,CLOVIS HEALTHCARE AND REHABILITATION CENTER,1201 NORTH NORRIS STREET,CLOVIS,NM,88101,5757623753,Curry,90,64.7,Medicare and Medicaid,5,5,4,3,3.06981,0.07132000000000001,31.333,0,1,1,1,5,50,25,85,7,25,FP,Cluster 2
12236,425150,FRASER HEALTH CENTER,300 WOOD HAVEN DRIVE,HILTON HEAD ISLAND,SC,29928,8438423747,Beaufort,33,24.1,Medicare,5,4,4,5,5.78035,0.08895,28.0,0,0,0,0,8,47,12,25,5,15,GER,Cluster 0
12237,115535,LAKE CITY NURSING AND REHABILITATION CENTER LLC,2055 REX ROAD,LAKE CITY,GA,30260,4043615114,Clayton,242,225.3,Medicare and Medicaid,1,1,4,2,3.27759,0.09172,62.0,0,3,0,0,4,12,13,35,3,29,FP,Cluster 3
12238,335777,FATHER BAKER MANOR,6400 POWERS ROAD,ORCHARD PARK,NY,14127,7166670001,Erie,160,152.2,Medicare and Medicaid,5,3,5,4,4.20512,0.16945,15.333,1,0,0,0,7,32,18,15,7,29,FP,Cluster 3
12239,245244,CENTRACARE HEALTH SYSTEM - LONG PRAIRIE,20 NINTH STREET SOUTHEAST,LONG PRAIRIE,MN,56347,3207322141,Todd,60,54.9,Medicare and Medicaid,4,2,5,4,4.14588,0.01113,52.0,3,0,0,0,3,21,15,55,4,26,GIM,Cluster 2
12240,375439,PONCA CITY NURSING & REHABILITATION CENTER,1400 NORTH WAVERLY,PONCA CITY,OK,74601,5807626668,Kay,157,90.5,Medicare and Medicaid,1,1,3,3,3.68733,0.01052,128.667,0,1,1,2,5,16,26,75,3,41,PD,Cluster 1
12241,335601,THE CENTER FOR NURSING AND REHAB AT HOOSICK FALLS,21 DANFORTH STREET,HOOSICK FALLS,NY,12090,5186864371,Rensselaer,82,68.0,Medicare and Medicaid,3,2,5,3,3.88963,0.1852,36.0,1,0,0,0,5,28,11,15,8,10,FP,Cluster 0
12242,375378,SOUTHERN OAKS CARE CENTER,1401 4TH STREET,PAWNEE,OK,74058,9187622515,Pawnee,82,46.6,Medicare and Medicaid,2,2,3,3,3.96456,0.06541,70.0,0,1,1,1,9,29,27,75,7,26,PD,Cluster 2
12243,455538,MAGNOLIA MANOR,4400 GULF ST,GROVES,TX,77619,4099625785,Jefferson,138,88.6,Medicare and Medicaid,2,3,4,1,3.09891,0.06494,56.667,0,1,0,0,4,30,28,75,3,26,FP,Cluster 2
12244,105176,WINTER HAVEN HEALTH AND REHABILITATION CENTER,202 AVE O NE,WINTER HAVEN,FL,33880,8632933103,Polk,140,130.5,Medicare and Medicaid,1,1,3,2,3.81346,0.07285,174.833,3,6,1,1,8,18,25,35,7,35,FP,Cluster 1
12245,395309,MANORCARE HEALTH SERVICES-YORK SOUTH,200 PAULINE DRIVE,YORK,PA,17402,7177410824,York,151,142.6,Medicare and Medicaid,4,3,5,3,3.1984,0.05639,50.667,0,6,1,1,7,31,14,15,1,21,No,Cluster 3
12246,245232,CUYUNA REGIONAL MEDICAL CENTER,320 EAST MAIN STREET,CROSBY,MN,56441,2185467000,Crow Wing,69,60.6,Medicare and Medicaid,4,3,4,5,5.47795,0.02198,36.0,2,0,0,0,2,7,24,55,3,29,GP,Cluster 2
12247,675901,CAMBRIDGE HEALTH AND REHABILITATION CENTER,1106 GOLFVIEW,RICHMOND,TX,77469,2813449191,Fort Bend,118,104.1,Medicare and Medicaid,3,3,4,2,3.17668,0.07779,53.333,0,5,0,0,2,31,15,75,1,25,FP,Cluster 2
12248,675274,WILLIS NURSING AND REHABILITATION LP,3000 N DANVILLE ST,WILLIS,TX,77378,9368564312,Montgomery,114,45.3,Medicare and Medicaid,3,4,4,1,2.88965,0.02171,21.333,0,4,0,0,9,48,18,75,7,26,PD,Cluster 2
12249,56426,DELANO REGIONAL MEDICAL CENTER,1401 GARCES HWY,DELANO,CA,93215,6617215591,Kern,51,47.5,Medicare and Medicaid,5,5,5,3,6.99604,0.0068,23.333,0,1,0,0,6,59,10,94,6,12,No,Cluster 0
12250,55072,ROSECRANS CARE CENTER,1140 WEST ROSECRANS AVENUE,GARDENA,CA,90247,3103233194,Los Angeles,106,106.0,Medicare and Medicaid,3,2,5,3,4.21995,0.04539,108.0,2,9,2,2,3,22,26,90,7,37,FP,Cluster 1
12251,365973,BIRCHAVEN RETIREMENT VILLAGE,15100 BIRCHAVEN LANE,FINDLAY,OH,45840,4194243000,Hancock,136,120.0,Medicare and Medicaid,5,3,5,4,5.50478,0.04298,43.333,0,3,1,1,4,35,14,45,7,14,FP,Cluster 0
12252,335333,HOLLIS PARK MANOR NURSING HOME,191 06 HILLSIDE AVENUE,HOLLIS,NY,11423,7184791010,Queens,80,77.5,Medicare and Medicaid,3,3,5,1,3.07457,0.08323,18.0,0,0,0,0,7,30,25,15,3,31,FP,Cluster 2
12253,15403,"PALM GARDENS HEALTH AND REHABILITATION, LLC",3104 DAUPHIN SQUARE CONNECTOR,MOBILE,AL,36607,2514502800,Mobile,100,85.9,Medicare and Medicaid,5,4,5,3,4.2382,0.06155,14.0,0,1,0,0,2,42,14,34,3,17,No,Cluster 0
12254,45259,"THE WATERS OF WOODLAND HILLS, LLC",8701 RILEY DRIVE,LITTLE ROCK,AR,72205,5012242700,Pulaski,140,75.0,Medicare and Medicaid,2,2,3,3,4.1844199999999985,0.05478,114.833,0,7,2,3,5,21,24,72,9,39,GP,Cluster 1
12255,285239,RIDGECREST REHABILITATION CENTER,3110 SCOTT CIRCLE,OMAHA,NE,68112,4024556636,Douglas,108,69.0,Medicare and Medicaid,2,1,3,4,3.71286,0.01313,119.833,4,14,1,2,4,17,22,65,3,30,No,Cluster 1
